created_at,lead_1,lead_2,lead_3
2026-07-28T19:05:15.319611+07:00,0.007,0.006,-0.001
2026-07-28T19:05:15.323611+07:00,0.006,0.006,-0.001
2026-07-28T19:05:15.327611+07:00,-0.003,-0.003,0.0
2026-07-28T19:05:15.331611+07:00,0.014,0.013,-0.001
2026-07-28T19:05:15.335611+07:00,-0.026,-0.024,0.003
2026-07-28T19:05:15.339611+07:00,0.021,0.019,-0.002
2026-07-28T19:05:15.343611+07:00,-0.035,-0.031,0.004
2026-07-28T19:05:15.347611+07:00,0.028,0.025,-0.003
2026-07-28T19:05:15.351611+07:00,-0.015,-0.013,0.002
2026-07-28T19:05:15.355611+07:00,0.01,0.009,-0.001
2026-07-28T19:05:15.359611+07:00,-0.012,-0.01,0.001
2026-07-28T19:05:15.363611+07:00,-0.007,-0.006,0.001
2026-07-28T19:05:15.367611+07:00,-0.003,-0.002,0.0
2026-07-28T19:05:15.371611+07:00,0.002,0.002,0.0
2026-07-28T19:05:15.375611+07:00,0.031,0.028,-0.003
2026-07-28T19:05:15.379611+07:00,-0.02,-0.018,0.002
2026-07-28T19:05:15.383611+07:00,-0.024,-0.021,0.003
2026-07-28T19:05:15.387611+07:00,-0.008,-0.007,0.001
2026-07-28T19:05:15.391611+07:00,0.009,0.008,-0.001
2026-07-28T19:05:15.395611+07:00,-0.016,-0.014,0.002
2026-07-28T19:05:15.399611+07:00,-0.0,-0.0,0.0
2026-07-28T19:05:15.403611+07:00,0.046,0.041,-0.004
2026-07-28T19:05:15.407611+07:00,0.011,0.011,-0.001
2026-07-28T19:05:15.411611+07:00,-0.043,-0.038,0.005
2026-07-28T19:05:15.415611+07:00,0.013,0.012,-0.001
2026-07-28T19:05:15.419611+07:00,0.02,0.018,-0.001
2026-07-28T19:05:15.423611+07:00,0.031,0.028,-0.002
2026-07-28T19:05:15.427611+07:00,-0.022,-0.019,0.003
2026-07-28T19:05:15.431611+07:00,0.006,0.007,0.0
2026-07-28T19:05:15.435611+07:00,0.0,0.002,0.002
2026-07-28T19:05:15.439611+07:00,-0.03,-0.025,0.006
2026-07-28T19:05:15.443611+07:00,0.022,0.025,0.002
2026-07-28T19:05:15.447611+07:00,0.012,0.018,0.006
2026-07-28T19:05:15.451611+07:00,0.028,0.035,0.007
2026-07-28T19:05:15.455611+07:00,0.055,0.063,0.008
2026-07-28T19:05:15.459611+07:00,0.029,0.043,0.014
2026-07-28T19:05:15.463611+07:00,0.045,0.06,0.015
2026-07-28T19:05:15.467611+07:00,0.034,0.052,0.018
2026-07-28T19:05:15.471611+07:00,0.061,0.077,0.015
2026-07-28T19:05:15.475611+07:00,0.063,0.076,0.013
2026-07-28T19:05:15.479611+07:00,0.019,0.034,0.015
2026-07-28T19:05:15.483611+07:00,0.029,0.039,0.011
2026-07-28T19:05:15.487611+07:00,0.052,0.057,0.005
2026-07-28T19:05:15.491611+07:00,0.051,0.053,0.002
2026-07-28T19:05:15.495611+07:00,-0.007,-0.002,0.005
2026-07-28T19:05:15.499611+07:00,-0.016,-0.012,0.005
2026-07-28T19:05:15.503611+07:00,0.006,0.008,0.001
2026-07-28T19:05:15.507611+07:00,0.019,0.018,-0.0
2026-07-28T19:05:15.511611+07:00,-0.022,-0.019,0.003
2026-07-28T19:05:15.515611+07:00,0.009,0.009,0.0
2026-07-28T19:05:15.519611+07:00,0.017,0.016,-0.001
2026-07-28T19:05:15.523611+07:00,0.0,0.001,0.001
2026-07-28T19:05:15.527611+07:00,0.047,0.044,-0.004
2026-07-28T19:05:15.531611+07:00,0.031,0.028,-0.003
2026-07-28T19:05:15.535611+07:00,0.03,0.023,-0.006
2026-07-28T19:05:15.539611+07:00,-0.03,-0.035,-0.004
2026-07-28T19:05:15.543611+07:00,-0.045,-0.043,0.002
2026-07-28T19:05:15.547611+07:00,0.021,0.023,0.002
2026-07-28T19:05:15.551611+07:00,0.053,0.068,0.015
2026-07-28T19:05:15.555611+07:00,0.134,0.189,0.055
2026-07-28T19:05:15.559611+07:00,0.302,0.45,0.147
2026-07-28T19:05:15.563611+07:00,0.567,0.846,0.279
2026-07-28T19:05:15.567611+07:00,0.802,1.184,0.382
2026-07-28T19:05:15.571611+07:00,0.771,1.155,0.384
2026-07-28T19:05:15.575611+07:00,0.554,0.831,0.278
2026-07-28T19:05:15.579611+07:00,0.272,0.416,0.144
2026-07-28T19:05:15.583611+07:00,0.059,0.11,0.05
2026-07-28T19:05:15.587611+07:00,-0.012,-0.012,0.0
2026-07-28T19:05:15.591611+07:00,-0.09,-0.106,-0.016
2026-07-28T19:05:15.595611+07:00,-0.133,-0.155,-0.022
2026-07-28T19:05:15.599611+07:00,-0.126,-0.152,-0.026
2026-07-28T19:05:15.603611+07:00,-0.166,-0.185,-0.019
2026-07-28T19:05:15.607611+07:00,-0.091,-0.111,-0.02
2026-07-28T19:05:15.611611+07:00,-0.101,-0.111,-0.01
2026-07-28T19:05:15.615611+07:00,-0.019,-0.028,-0.01
2026-07-28T19:05:15.619611+07:00,-0.008,-0.013,-0.005
2026-07-28T19:05:15.623611+07:00,0.017,0.014,-0.003
2026-07-28T19:05:15.627611+07:00,0.062,0.056,-0.006
2026-07-28T19:05:15.631611+07:00,0.02,0.019,-0.001
2026-07-28T19:05:15.635611+07:00,0.014,0.014,-0.0
2026-07-28T19:05:15.639611+07:00,-0.008,-0.005,0.002
2026-07-28T19:05:15.643611+07:00,0.018,0.018,-0.0
2026-07-28T19:05:15.647611+07:00,-0.005,-0.003,0.002
2026-07-28T19:05:15.651611+07:00,-0.005,-0.003,0.002
2026-07-28T19:05:15.655611+07:00,-0.003,-0.001,0.002
2026-07-28T19:05:15.659611+07:00,0.065,0.06,-0.005
2026-07-28T19:05:15.663611+07:00,0.032,0.03,-0.002
2026-07-28T19:05:15.667611+07:00,0.009,0.01,0.001
2026-07-28T19:05:15.671611+07:00,-0.01,-0.007,0.003
2026-07-28T19:05:15.675611+07:00,0.023,0.023,-0.001
2026-07-28T19:05:15.679611+07:00,0.031,0.03,-0.001
2026-07-28T19:05:15.683611+07:00,0.018,0.018,0.0
2026-07-28T19:05:15.687611+07:00,0.08,0.074,-0.006
2026-07-28T19:05:15.691611+07:00,0.023,0.023,0.0
2026-07-28T19:05:15.695611+07:00,0.035,0.034,-0.001
2026-07-28T19:05:15.699611+07:00,0.042,0.041,-0.001
2026-07-28T19:05:15.703611+07:00,0.015,0.017,0.002
2026-07-28T19:05:15.707611+07:00,0.044,0.045,0.0
2026-07-28T19:05:15.711611+07:00,0.049,0.049,0.001
2026-07-28T19:05:15.715611+07:00,0.025,0.029,0.004
2026-07-28T19:05:15.719611+07:00,0.041,0.045,0.004
2026-07-28T19:05:15.723611+07:00,0.045,0.051,0.005
2026-07-28T19:05:15.727611+07:00,0.067,0.072,0.005
2026-07-28T19:05:15.731611+07:00,0.033,0.044,0.011
2026-07-28T19:05:15.735611+07:00,0.052,0.063,0.011
2026-07-28T19:05:15.739611+07:00,0.078,0.089,0.011
2026-07-28T19:05:15.743611+07:00,0.102,0.113,0.011
2026-07-28T19:05:15.747611+07:00,0.095,0.109,0.015
2026-07-28T19:05:15.751611+07:00,0.079,0.098,0.019
2026-07-28T19:05:15.755611+07:00,0.081,0.102,0.02
2026-07-28T19:05:15.759611+07:00,0.121,0.139,0.018
2026-07-28T19:05:15.763611+07:00,0.142,0.16,0.017
2026-07-28T19:05:15.767611+07:00,0.124,0.144,0.02
2026-07-28T19:05:15.771611+07:00,0.106,0.128,0.021
2026-07-28T19:05:15.775611+07:00,0.123,0.142,0.019
2026-07-28T19:05:15.779611+07:00,0.111,0.131,0.019
2026-07-28T19:05:15.783611+07:00,0.107,0.125,0.018
2026-07-28T19:05:15.787611+07:00,0.102,0.119,0.016
2026-07-28T19:05:15.791611+07:00,0.071,0.088,0.017
2026-07-28T19:05:15.795611+07:00,0.098,0.11,0.012
2026-07-28T19:05:15.799611+07:00,0.083,0.094,0.011
2026-07-28T19:05:15.803611+07:00,0.088,0.096,0.008
2026-07-28T19:05:15.807611+07:00,0.093,0.098,0.005
2026-07-28T19:05:15.811611+07:00,0.043,0.051,0.008
2026-07-28T19:05:15.815611+07:00,0.04,0.046,0.006
2026-07-28T19:05:15.819611+07:00,0.083,0.083,0.0
2026-07-28T19:05:15.823611+07:00,0.059,0.06,0.001
2026-07-28T19:05:15.827611+07:00,0.052,0.053,0.001
2026-07-28T19:05:15.831611+07:00,0.038,0.039,0.001
2026-07-28T19:05:15.835611+07:00,0.013,0.016,0.003
2026-07-28T19:05:15.839611+07:00,0.028,0.029,0.001
2026-07-28T19:05:15.843611+07:00,0.022,0.023,0.001
2026-07-28T19:05:15.847611+07:00,0.022,0.023,0.001
2026-07-28T19:05:15.851611+07:00,0.024,0.025,0.0
2026-07-28T19:05:15.855611+07:00,0.06,0.057,-0.003
2026-07-28T19:05:15.859611+07:00,0.015,0.017,0.001
2026-07-28T19:05:15.863611+07:00,-0.001,0.001,0.003
2026-07-28T19:05:15.867611+07:00,0.01,0.012,0.002
2026-07-28T19:05:15.871611+07:00,0.028,0.027,-0.0
2026-07-28T19:05:15.875611+07:00,0.036,0.035,-0.001
2026-07-28T19:05:15.879611+07:00,0.006,0.008,0.002
2026-07-28T19:05:15.883611+07:00,0.015,0.016,0.001
2026-07-28T19:05:15.887611+07:00,0.014,0.015,0.001
2026-07-28T19:05:15.891611+07:00,0.021,0.021,0.0
2026-07-28T19:05:15.895611+07:00,0.045,0.043,-0.002
2026-07-28T19:05:15.899611+07:00,-0.003,0.0,0.003
2026-07-28T19:05:15.903611+07:00,0.022,0.023,0.0
2026-07-28T19:05:15.907611+07:00,0.024,0.024,0.0
2026-07-28T19:05:15.911611+07:00,0.045,0.043,-0.002
2026-07-28T19:05:15.915611+07:00,0.021,0.021,0.001
2026-07-28T19:05:15.919611+07:00,0.085,0.08,-0.006
2026-07-28T19:05:15.923611+07:00,0.032,0.031,-0.0
2026-07-28T19:05:15.927611+07:00,0.023,0.023,0.0
2026-07-28T19:05:15.931611+07:00,-0.021,-0.016,0.005
2026-07-28T19:05:15.935611+07:00,0.009,0.011,0.002
2026-07-28T19:05:15.939611+07:00,0.04,0.038,-0.001
2026-07-28T19:05:15.943611+07:00,0.045,0.043,-0.002
2026-07-28T19:05:15.947611+07:00,0.05,0.048,-0.002
2026-07-28T19:05:15.951611+07:00,0.024,0.025,0.0
2026-07-28T19:05:15.955611+07:00,0.066,0.062,-0.004
2026-07-28T19:05:15.959611+07:00,0.018,0.019,0.001
2026-07-28T19:05:15.963611+07:00,0.02,0.021,0.001
2026-07-28T19:05:15.967611+07:00,0.051,0.049,-0.002
2026-07-28T19:05:15.971611+07:00,0.079,0.074,-0.005
2026-07-28T19:05:15.975611+07:00,0.018,0.019,0.001
2026-07-28T19:05:15.979611+07:00,0.07,0.066,-0.004
2026-07-28T19:05:15.983611+07:00,0.041,0.04,-0.001
2026-07-28T19:05:15.987611+07:00,-0.005,-0.001,0.003
2026-07-28T19:05:15.991611+07:00,0.012,0.014,0.002
2026-07-28T19:05:15.995611+07:00,0.045,0.043,-0.002
2026-07-28T19:05:15.999611+07:00,0.026,0.026,0.0
2026-07-28T19:05:16.003611+07:00,0.05,0.048,-0.002
2026-07-28T19:05:16.007611+07:00,0.008,0.01,0.002
2026-07-28T19:05:16.011611+07:00,0.032,0.032,-0.0
2026-07-28T19:05:16.015611+07:00,0.036,0.035,-0.001
2026-07-28T19:05:16.019611+07:00,0.04,0.039,-0.001
2026-07-28T19:05:16.023611+07:00,0.042,0.041,-0.001
2026-07-28T19:05:16.027611+07:00,0.042,0.041,-0.001
2026-07-28T19:05:16.031611+07:00,0.056,0.054,-0.003
2026-07-28T19:05:16.035611+07:00,0.03,0.03,0.0
2026-07-28T19:05:16.039611+07:00,0.007,0.009,0.002
2026-07-28T19:05:16.043611+07:00,0.025,0.025,0.001
2026-07-28T19:05:16.047611+07:00,0.017,0.018,0.001
2026-07-28T19:05:16.051611+07:00,0.021,0.022,0.001
2026-07-28T19:05:16.055611+07:00,0.009,0.011,0.002
2026-07-28T19:05:16.059611+07:00,0.033,0.032,-0.0
2026-07-28T19:05:16.063611+07:00,0.023,0.024,0.001
2026-07-28T19:05:16.067611+07:00,0.044,0.043,-0.001
