created_at,lead_1,lead_2,lead_3
2026-07-28T21:32:54.829299+07:00,0.017,0.015,-0.002
2026-07-28T21:32:54.833299+07:00,0.01,0.009,-0.001
2026-07-28T21:32:54.837299+07:00,0.0,0.0,-0.0
2026-07-28T21:32:54.841299+07:00,0.023,0.021,-0.002
2026-07-28T21:32:54.845299+07:00,0.008,0.007,-0.001
2026-07-28T21:32:54.849299+07:00,0.006,0.005,-0.001
2026-07-28T21:32:54.853299+07:00,-0.027,-0.024,0.003
2026-07-28T21:32:54.857299+07:00,0.0,0.001,0.0
2026-07-28T21:32:54.861299+07:00,0.008,0.008,-0.001
2026-07-28T21:32:54.865299+07:00,0.002,0.002,-0.0
2026-07-28T21:32:54.869299+07:00,-0.031,-0.028,0.003
2026-07-28T21:32:54.873299+07:00,0.013,0.012,-0.001
2026-07-28T21:32:54.877299+07:00,0.002,0.002,0.0
2026-07-28T21:32:54.881299+07:00,0.002,0.002,0.0
2026-07-28T21:32:54.885299+07:00,0.029,0.027,-0.003
2026-07-28T21:32:54.889299+07:00,0.034,0.031,-0.003
2026-07-28T21:32:54.893299+07:00,0.003,0.003,-0.0
2026-07-28T21:32:54.897299+07:00,0.007,0.007,-0.0
2026-07-28T21:32:54.901299+07:00,-0.028,-0.025,0.003
2026-07-28T21:32:54.905299+07:00,0.035,0.032,-0.003
2026-07-28T21:32:54.909299+07:00,-0.022,-0.02,0.003
2026-07-28T21:32:54.913299+07:00,0.018,0.016,-0.001
2026-07-28T21:32:54.917299+07:00,0.016,0.015,-0.001
2026-07-28T21:32:54.921299+07:00,0.001,0.001,0.0
2026-07-28T21:32:54.925299+07:00,0.008,0.007,-0.0
2026-07-28T21:32:54.929299+07:00,0.015,0.014,-0.001
2026-07-28T21:32:54.933299+07:00,0.014,0.013,-0.001
2026-07-28T21:32:54.937299+07:00,-0.001,-0.001,0.001
2026-07-28T21:32:54.941299+07:00,0.016,0.015,-0.0
2026-07-28T21:32:54.945299+07:00,-0.004,-0.002,0.002
2026-07-28T21:32:54.949299+07:00,0.005,0.008,0.002
2026-07-28T21:32:54.953299+07:00,0.025,0.027,0.002
2026-07-28T21:32:54.957299+07:00,-0.001,0.006,0.007
2026-07-28T21:32:54.961299+07:00,0.038,0.044,0.006
2026-07-28T21:32:54.965299+07:00,0.0,0.014,0.013
2026-07-28T21:32:54.969299+07:00,0.057,0.068,0.011
2026-07-28T21:32:54.973299+07:00,0.064,0.077,0.013
2026-07-28T21:32:54.977299+07:00,0.046,0.063,0.017
2026-07-28T21:32:54.981299+07:00,0.045,0.062,0.017
2026-07-28T21:32:54.985299+07:00,0.07,0.083,0.013
2026-07-28T21:32:54.989299+07:00,0.039,0.052,0.013
2026-07-28T21:32:54.993299+07:00,0.009,0.022,0.013
2026-07-28T21:32:54.997299+07:00,0.005,0.015,0.01
2026-07-28T21:32:55.001299+07:00,0.04,0.043,0.003
2026-07-28T21:32:55.005299+07:00,0.007,0.011,0.004
2026-07-28T21:32:55.009299+07:00,0.004,0.006,0.003
2026-07-28T21:32:55.013299+07:00,0.013,0.014,0.001
2026-07-28T21:32:55.017299+07:00,0.027,0.026,-0.001
2026-07-28T21:32:55.021299+07:00,0.01,0.01,0.0
2026-07-28T21:32:55.025299+07:00,-0.009,-0.007,0.002
2026-07-28T21:32:55.029299+07:00,0.026,0.024,-0.002
2026-07-28T21:32:55.033299+07:00,-0.01,-0.008,0.002
2026-07-28T21:32:55.037299+07:00,0.022,0.02,-0.001
2026-07-28T21:32:55.041299+07:00,0.022,0.02,-0.002
2026-07-28T21:32:55.045299+07:00,0.002,-0.002,-0.004
2026-07-28T21:32:55.049299+07:00,-0.018,-0.023,-0.006
2026-07-28T21:32:55.053299+07:00,0.002,-0.001,-0.003
2026-07-28T21:32:55.057299+07:00,-0.014,-0.008,0.006
2026-07-28T21:32:55.061299+07:00,0.042,0.058,0.016
2026-07-28T21:32:55.065299+07:00,0.154,0.207,0.053
2026-07-28T21:32:55.069299+07:00,0.293,0.442,0.148
2026-07-28T21:32:55.073299+07:00,0.577,0.855,0.278
2026-07-28T21:32:55.077299+07:00,0.797,1.179,0.382
2026-07-28T21:32:55.081299+07:00,0.782,1.165,0.383
2026-07-28T21:32:55.085299+07:00,0.575,0.85,0.276
2026-07-28T21:32:55.089299+07:00,0.271,0.415,0.144
2026-07-28T21:32:55.093299+07:00,0.071,0.12,0.049
2026-07-28T21:32:55.097299+07:00,-0.04,-0.037,0.003
2026-07-28T21:32:55.101299+07:00,-0.111,-0.125,-0.014
2026-07-28T21:32:55.105299+07:00,-0.116,-0.14,-0.024
2026-07-28T21:32:55.109299+07:00,-0.126,-0.152,-0.026
2026-07-28T21:32:55.113299+07:00,-0.127,-0.15,-0.023
2026-07-28T21:32:55.117299+07:00,-0.111,-0.128,-0.018
2026-07-28T21:32:55.121299+07:00,-0.058,-0.072,-0.014
2026-07-28T21:32:55.125299+07:00,-0.033,-0.041,-0.008
2026-07-28T21:32:55.129299+07:00,-0.024,-0.027,-0.003
2026-07-28T21:32:55.133299+07:00,0.028,0.024,-0.005
