created_at,lead_1,lead_2,lead_3
2026-07-28T19:05:41.171249+07:00,0.014,0.012,-0.001
2026-07-28T19:05:41.175249+07:00,0.012,0.011,-0.001
2026-07-28T19:05:41.179249+07:00,-0.03,-0.027,0.003
2026-07-28T19:05:41.183249+07:00,0.028,0.025,-0.003
2026-07-28T19:05:41.187249+07:00,0.002,0.002,-0.0
2026-07-28T19:05:41.191249+07:00,-0.012,-0.011,0.001
2026-07-28T19:05:41.195249+07:00,-0.009,-0.008,0.001
2026-07-28T19:05:41.199249+07:00,0.017,0.015,-0.002
2026-07-28T19:05:41.203249+07:00,0.016,0.015,-0.001
2026-07-28T19:05:41.207249+07:00,0.033,0.03,-0.003
2026-07-28T19:05:41.211249+07:00,-0.012,-0.01,0.001
2026-07-28T19:05:41.215249+07:00,-0.012,-0.011,0.001
2026-07-28T19:05:41.219249+07:00,0.015,0.014,-0.001
2026-07-28T19:05:41.223249+07:00,0.003,0.003,-0.0
2026-07-28T19:05:41.227249+07:00,-0.016,-0.014,0.002
2026-07-28T19:05:41.231249+07:00,0.026,0.024,-0.002
2026-07-28T19:05:41.235249+07:00,0.015,0.014,-0.001
2026-07-28T19:05:41.239249+07:00,0.023,0.021,-0.002
2026-07-28T19:05:41.243249+07:00,-0.019,-0.016,0.002
2026-07-28T19:05:41.247249+07:00,0.011,0.01,-0.001
2026-07-28T19:05:41.251249+07:00,-0.02,-0.017,0.002
2026-07-28T19:05:41.255249+07:00,0.005,0.005,-0.0
2026-07-28T19:05:41.259249+07:00,0.022,0.02,-0.002
2026-07-28T19:05:41.263249+07:00,0.017,0.015,-0.001
2026-07-28T19:05:41.267249+07:00,-0.002,-0.002,0.001
2026-07-28T19:05:41.271249+07:00,0.007,0.007,-0.0
2026-07-28T19:05:41.275249+07:00,0.04,0.037,-0.003
2026-07-28T19:05:41.279249+07:00,0.009,0.009,-0.0
2026-07-28T19:05:41.283249+07:00,-0.011,-0.008,0.002
2026-07-28T19:05:41.287249+07:00,0.039,0.037,-0.002
2026-07-28T19:05:41.291249+07:00,0.005,0.007,0.002
2026-07-28T19:05:41.295249+07:00,0.031,0.032,0.001
2026-07-28T19:05:41.299249+07:00,0.026,0.03,0.004
2026-07-28T19:05:41.303249+07:00,0.029,0.036,0.007
2026-07-28T19:05:41.307249+07:00,0.02,0.032,0.011
2026-07-28T19:05:41.311249+07:00,0.037,0.05,0.013
2026-07-28T19:05:41.315249+07:00,0.071,0.084,0.013
2026-07-28T19:05:41.319249+07:00,0.064,0.079,0.015
2026-07-28T19:05:41.323249+07:00,0.029,0.048,0.018
2026-07-28T19:05:41.327249+07:00,0.072,0.085,0.013
