created_at,lead_1,lead_2,lead_3
2026-08-04T05:08:12-04:00,10.22829532623291,-0.12731881439685822,-10.355613708496094
2026-08-04T05:08:12.004000-04:00,10.22022819519043,-0.13304758071899414,-10.353275299072266
2026-08-04T05:08:12.008000-04:00,10.206198692321777,-0.13795794546604156,-10.344156265258789
2026-08-04T05:08:12.012000-04:00,10.20561408996582,-0.15187065303325653,-10.357484817504883
2026-08-04T05:08:12.016000-04:00,10.21578598022461,-0.14380362629890442,-10.359589576721191
2026-08-04T05:08:12.020000-04:00,10.209121704101562,-0.14766177535057068,-10.356783866882324
2026-08-04T05:08:12.024000-04:00,10.210524559020996,-0.14625880122184753,-10.356782913208008
2026-08-04T05:08:12.028000-04:00,10.185622215270996,-0.13117696344852448,-10.31679916381836
2026-08-04T05:08:12.032000-04:00,10.163642883300781,-0.10779426246881485,-10.27143669128418
2026-08-04T05:08:12.036000-04:00,10.181647300720215,-0.08850353211164474,-10.270151138305664
2026-08-04T05:08:12.040000-04:00,10.254717826843262,-0.10826191306114197,-10.362979888916016
2026-08-04T05:08:12.044000-04:00,10.385778427124023,0.04091972857713699,-10.34485912322998
2026-08-04T05:08:12.048000-04:00,10.523736000061035,0.2159392535686493,-10.307796478271484
2026-08-04T05:08:12.052000-04:00,10.633634567260742,0.6973891258239746,-9.93624496459961
2026-08-04T05:08:12.056000-04:00,10.552964210510254,1.2088857889175415,-9.344078063964844
2026-08-04T05:08:12.060000-04:00,10.496027946472168,2.0215516090393066,-8.474475860595703
2026-08-04T05:08:12.064000-04:00,10.409628868103027,2.3855032920837402,-8.024126052856445
2026-08-04T05:08:12.068000-04:00,10.3906888961792,2.461029529571533,-7.929659366607666
2026-08-04T05:08:12.072000-04:00,10.348833084106445,2.5796966552734375,-7.769136428833008
2026-08-04T05:08:12.076000-04:00,10.267812728881836,1.6123542785644531,-8.655458450317383
2026-08-04T05:08:12.080000-04:00,10.198015213012695,0.9374125599861145,-9.260602951049805
2026-08-04T05:08:12.084000-04:00,10.194507598876953,0.5292674899101257,-9.665240287780762
2026-08-04T05:08:12.088000-04:00,10.263603210449219,0.2850351333618164,-9.978568077087402
2026-08-04T05:08:12.092000-04:00,10.329776763916016,0.23277480900287628,-10.097002029418945
2026-08-04T05:08:12.096000-04:00,10.325217247009277,0.17010916769504547,-10.155108451843262
2026-08-04T05:08:12.100000-04:00,10.293066024780273,0.11410758644342422,-10.178958892822266
2026-08-04T05:08:12.104000-04:00,10.298677444458008,0.05565083399415016,-10.243026733398438
2026-08-04T05:08:12.108000-04:00,10.294936180114746,0.02010912448167801,-10.274827003479004
2026-08-04T05:08:12.112000-04:00,10.291194915771484,-0.00116913509555161,-10.292364120483398
2026-08-04T05:08:12.116000-04:00,10.296807289123535,-0.005962589289993048,-10.302769660949707
2026-08-04T05:08:12.120000-04:00,10.300664901733398,-0.00865160021930933,-10.309316635131836
2026-08-04T05:08:12.124000-04:00,10.298561096191406,-0.014497275464236736,-10.313057899475098
2026-08-04T05:08:12.128000-04:00,10.302886962890625,-0.0028059242758899927,-10.305692672729492
2026-08-04T05:08:12.132000-04:00,10.298561096191406,-0.021512087434530258,-10.320073127746582
2026-08-04T05:08:12.136000-04:00,10.29809284210205,-0.007014811038970947,-10.305108070373535
2026-08-04T05:08:12.140000-04:00,10.311421394348145,0.006196416448801756,-10.305225372314453
2026-08-04T05:08:12.144000-04:00,10.31247329711914,0.0010522216325625777,-10.311421394348145
2026-08-04T05:08:12.148000-04:00,10.315747261047363,0.013561967760324478,-10.30218505859375
2026-08-04T05:08:12.152000-04:00,10.314109802246094,0.013445054180920124,-10.300664901733398
2026-08-04T05:08:12.156000-04:00,10.32100772857666,0.034138746559619904,-10.286869049072266
2026-08-04T05:08:12.160000-04:00,10.325918197631836,0.03472331538796425,-10.291194915771484
2026-08-04T05:08:12.164000-04:00,10.32732105255127,0.0369446687400341,-10.290376663208008
2026-08-04T05:08:12.168000-04:00,10.326502799987793,0.05904132500290871,-10.267461776733398
2026-08-04T05:08:12.172000-04:00,10.33117961883545,0.04840219393372536,-10.282777786254883
2026-08-04T05:08:12.176000-04:00,10.349184036254883,0.05155885964632034,-10.297625541687012
2026-08-04T05:08:12.180000-04:00,10.351873397827148,0.06816057860851288,-10.283712387084961
2026-08-04T05:08:12.184000-04:00,10.358771324157715,0.08289168030023575,-10.275879859924316
2026-08-04T05:08:12.188000-04:00,10.356315612792969,0.08639908581972122,-10.269916534423828
2026-08-04T05:08:12.192000-04:00,10.363798141479492,0.09388155490159988,-10.269916534423828
2026-08-04T05:08:12.196000-04:00,10.37268352508545,0.11504289507865906,-10.257640838623047
2026-08-04T05:08:12.200000-04:00,10.388116836547852,0.12872177362442017,-10.259394645690918
2026-08-04T05:08:12.204000-04:00,10.385661125183105,0.13515202701091766,-10.250509262084961
2026-08-04T05:08:12.208000-04:00,10.39267635345459,0.1674201488494873,-10.225255966186523
2026-08-04T05:08:12.212000-04:00,10.400508880615234,0.17805927991867065,-10.22244930267334
2026-08-04T05:08:12.216000-04:00,10.420384407043457,0.21780987083911896,-10.202574729919434
2026-08-04T05:08:12.220000-04:00,10.429971694946289,0.23265789449214935,-10.197314262390137
2026-08-04T05:08:12.224000-04:00,10.447742462158203,0.2535853981971741,-10.194156646728516
2026-08-04T05:08:12.228000-04:00,10.442130088806152,0.27965712547302246,-10.16247272491455
2026-08-04T05:08:12.232000-04:00,10.468085289001465,0.30607956647872925,-10.162005424499512
2026-08-04T05:08:12.236000-04:00,10.47930908203125,0.3379969596862793,-10.141311645507812
2026-08-04T05:08:12.240000-04:00,10.497664451599121,0.3553001582622528,-10.142364501953125
2026-08-04T05:08:12.244000-04:00,10.52057933807373,0.406742125749588,-10.113837242126465
2026-08-04T05:08:12.248000-04:00,10.52443790435791,0.4363212287425995,-10.088116645812988
2026-08-04T05:08:12.252000-04:00,10.55179500579834,0.48238515853881836,-10.06941032409668
2026-08-04T05:08:12.256000-04:00,10.567695617675781,0.5270461440086365,-10.0406494140625
2026-08-04T05:08:12.260000-04:00,10.591546058654785,0.570421040058136,-10.021124839782715
2026-08-04T05:08:12.264000-04:00,10.596807479858398,0.592868447303772,-10.003938674926758
2026-08-04T05:08:12.268000-04:00,10.611421585083008,0.6305145621299744,-9.980907440185547
2026-08-04T05:08:12.272000-04:00,10.62813949584961,0.6551833152770996,-9.972955703735352
2026-08-04T05:08:12.276000-04:00,10.628841400146484,0.6726034283638,-9.95623779296875
2026-08-04T05:08:12.280000-04:00,10.634687423706055,0.6937648057937622,-9.940922737121582
2026-08-04T05:08:12.284000-04:00,10.641585350036621,0.6965706944465637,-9.945014953613281
2026-08-04T05:08:12.288000-04:00,10.636441230773926,0.7074436545372009,-9.928997993469238
2026-08-04T05:08:12.292000-04:00,10.624164581298828,0.7062745094299316,-9.917890548706055
2026-08-04T05:08:12.296000-04:00,10.626736640930176,0.7055730819702148,-9.921163558959961
2026-08-04T05:08:12.300000-04:00,10.615863800048828,0.678566038608551,-9.937297821044922
2026-08-04T05:08:12.304000-04:00,10.601951599121094,0.6626657843589783,-9.939286231994629
2026-08-04T05:08:12.308000-04:00,10.568046569824219,0.6080672144889832,-9.959979057312012
2026-08-04T05:08:12.312000-04:00,10.553899765014648,0.5797741413116455,-9.974125862121582
2026-08-04T05:08:12.316000-04:00,10.52911376953125,0.5181607007980347,-10.010952949523926
2026-08-04T05:08:12.320000-04:00,10.511811256408691,0.4732659161090851,-10.038545608520508
2026-08-04T05:08:12.324000-04:00,10.482114791870117,0.41644594073295593,-10.065669059753418
2026-08-04T05:08:12.328000-04:00,10.458148002624512,0.37564313411712646,-10.082505226135254
2026-08-04T05:08:12.332000-04:00,10.428217887878418,0.3083009421825409,-10.119916915893555
2026-08-04T05:08:12.336000-04:00,10.403315544128418,0.2725253999233246,-10.130789756774902
2026-08-04T05:08:12.340000-04:00,10.38881778717041,0.22014814615249634,-10.168669700622559
2026-08-04T05:08:12.344000-04:00,10.36613655090332,0.17034299671649933,-10.195793151855469
2026-08-04T05:08:12.348000-04:00,10.355263710021973,0.14637571573257446,-10.208888053894043
2026-08-04T05:08:12.352000-04:00,10.333284378051758,0.1164458617568016,-10.216838836669922
2026-08-04T05:08:12.356000-04:00,10.32486629486084,0.10452067852020264,-10.220345497131348
2026-08-04T05:08:12.360000-04:00,10.311421394348145,0.06488700211048126,-10.24653434753418
2026-08-04T05:08:12.364000-04:00,10.309783935546875,0.04243960604071617,-10.26734447479248
2026-08-04T05:08:12.368000-04:00,10.293766975402832,-0.0017537027597427368,-10.295520782470703
2026-08-04T05:08:12.372000-04:00,10.282660484313965,-0.020810605958104134,-10.303471565246582
2026-08-04T05:08:12.376000-04:00,10.282309532165527,0.0021044432651251554,-10.280204772949219
2026-08-04T05:08:12.380000-04:00,10.282193183898926,-0.002572097349911928,-10.284765243530273
2026-08-04T05:08:12.384000-04:00,10.280322074890137,-0.012860486283898354,-10.293182373046875
2026-08-04T05:08:12.388000-04:00,10.264656066894531,-0.03823072090744972,-10.302886962890625
2026-08-04T05:08:12.392000-04:00,10.262317657470703,-0.04045207425951958,-10.302769660949707
2026-08-04T05:08:12.396000-04:00,10.265240669250488,-0.03600936383008957,-10.301250457763672
2026-08-04T05:08:12.400000-04:00,10.272839546203613,-0.032501958310604095,-10.305341720581055
2026-08-04T05:08:12.404000-04:00,10.26266860961914,-0.033788006752729416,-10.296456336975098
2026-08-04T05:08:12.408000-04:00,10.258927345275879,-0.009703821502625942,-10.268630981445312
2026-08-04T05:08:12.412000-04:00,10.255887031555176,-0.023148875683546066,-10.279035568237305
2026-08-04T05:08:12.416000-04:00,10.259745597839355,-0.037996891885995865,-10.29774284362793
