created_at,lead_1,lead_2,lead_3
2026-07-28T19:05:05.319611+07:00,-0.006,-0.006,0.001
2026-07-28T19:05:05.323611+07:00,-0.04,-0.036,0.004
2026-07-28T19:05:05.327611+07:00,0.003,0.003,-0.0
2026-07-28T19:05:05.331611+07:00,-0.001,-0.001,0.0
2026-07-28T19:05:05.335611+07:00,-0.013,-0.012,0.001
2026-07-28T19:05:05.339611+07:00,0.04,0.036,-0.004
2026-07-28T19:05:05.343611+07:00,-0.008,-0.007,0.001
2026-07-28T19:05:05.347611+07:00,-0.003,-0.003,0.0
2026-07-28T19:05:05.351611+07:00,0.036,0.032,-0.003
2026-07-28T19:05:05.355611+07:00,-0.006,-0.005,0.001
2026-07-28T19:05:05.359611+07:00,-0.006,-0.005,0.001
2026-07-28T19:05:05.363611+07:00,0.025,0.023,-0.002
2026-07-28T19:05:05.367611+07:00,0.015,0.014,-0.001
2026-07-28T19:05:05.371611+07:00,-0.01,-0.009,0.001
2026-07-28T19:05:05.375611+07:00,0.001,0.001,0.0
2026-07-28T19:05:05.379611+07:00,0.008,0.007,-0.0
2026-07-28T19:05:05.383611+07:00,0.001,0.002,0.0
2026-07-28T19:05:05.387611+07:00,-0.036,-0.032,0.004
2026-07-28T19:05:05.391611+07:00,-0.016,-0.014,0.002
2026-07-28T19:05:05.395611+07:00,0.031,0.028,-0.003
2026-07-28T19:05:05.399611+07:00,0.01,0.009,-0.001
2026-07-28T19:05:05.403611+07:00,0.028,0.026,-0.002
2026-07-28T19:05:05.407611+07:00,0.0,0.001,0.0
2026-07-28T19:05:05.411611+07:00,0.005,0.005,-0.0
2026-07-28T19:05:05.415611+07:00,0.008,0.007,-0.0
2026-07-28T19:05:05.419611+07:00,-0.005,-0.004,0.001
2026-07-28T19:05:05.423611+07:00,0.004,0.004,0.0
2026-07-28T19:05:05.427611+07:00,-0.019,-0.016,0.003
2026-07-28T19:05:05.431611+07:00,0.008,0.008,0.0
2026-07-28T19:05:05.435611+07:00,0.019,0.019,-0.0
2026-07-28T19:05:05.439611+07:00,0.002,0.004,0.003
2026-07-28T19:05:05.443611+07:00,-0.021,-0.015,0.007
2026-07-28T19:05:05.447611+07:00,0.046,0.048,0.002
2026-07-28T19:05:05.451611+07:00,0.058,0.062,0.004
2026-07-28T19:05:05.455611+07:00,0.033,0.043,0.01
2026-07-28T19:05:05.459611+07:00,0.006,0.023,0.016
2026-07-28T19:05:05.463611+07:00,0.077,0.089,0.012
2026-07-28T19:05:05.467611+07:00,0.062,0.077,0.015
2026-07-28T19:05:05.471611+07:00,0.054,0.07,0.016
2026-07-28T19:05:05.475611+07:00,0.026,0.043,0.017
2026-07-28T19:05:05.479611+07:00,0.072,0.082,0.01
2026-07-28T19:05:05.483611+07:00,0.051,0.059,0.008
2026-07-28T19:05:05.487611+07:00,0.008,0.017,0.009
2026-07-28T19:05:05.491611+07:00,0.056,0.058,0.001
2026-07-28T19:05:05.495611+07:00,0.025,0.027,0.002
2026-07-28T19:05:05.499611+07:00,0.019,0.02,0.001
2026-07-28T19:05:05.503611+07:00,0.006,0.007,0.001
2026-07-28T19:05:05.507611+07:00,0.005,0.006,0.001
2026-07-28T19:05:05.511611+07:00,-0.025,-0.021,0.004
2026-07-28T19:05:05.515611+07:00,0.006,0.006,0.0
2026-07-28T19:05:05.519611+07:00,-0.025,-0.022,0.004
2026-07-28T19:05:05.523611+07:00,-0.018,-0.015,0.003
2026-07-28T19:05:05.527611+07:00,0.016,0.015,-0.001
2026-07-28T19:05:05.531611+07:00,0.007,0.007,-0.0
2026-07-28T19:05:05.535611+07:00,0.012,0.007,-0.005
2026-07-28T19:05:05.539611+07:00,-0.022,-0.027,-0.005
2026-07-28T19:05:05.543611+07:00,0.006,0.003,-0.004
2026-07-28T19:05:05.547611+07:00,0.028,0.03,0.001
2026-07-28T19:05:05.551611+07:00,0.07,0.083,0.013
2026-07-28T19:05:05.555611+07:00,0.107,0.165,0.058
2026-07-28T19:05:05.559611+07:00,0.281,0.431,0.15
2026-07-28T19:05:05.563611+07:00,0.554,0.834,0.281
2026-07-28T19:05:05.567611+07:00,0.781,1.165,0.384
2026-07-28T19:05:05.571611+07:00,0.782,1.165,0.383
2026-07-28T19:05:05.575611+07:00,0.552,0.83,0.278
2026-07-28T19:05:05.579611+07:00,0.24,0.387,0.147
2026-07-28T19:05:05.583611+07:00,0.084,0.132,0.048
2026-07-28T19:05:05.587611+07:00,-0.033,-0.031,0.002
2026-07-28T19:05:05.591611+07:00,-0.066,-0.084,-0.018
2026-07-28T19:05:05.595611+07:00,-0.13,-0.152,-0.022
2026-07-28T19:05:05.599611+07:00,-0.128,-0.154,-0.026
2026-07-28T19:05:05.603611+07:00,-0.107,-0.133,-0.025
2026-07-28T19:05:05.607611+07:00,-0.153,-0.166,-0.013
2026-07-28T19:05:05.611611+07:00,-0.091,-0.102,-0.011
2026-07-28T19:05:05.615611+07:00,-0.049,-0.056,-0.007
2026-07-28T19:05:05.619611+07:00,-0.019,-0.023,-0.003
2026-07-28T19:05:05.623611+07:00,0.022,0.019,-0.004
2026-07-28T19:05:05.627611+07:00,0.003,0.003,-0.0
2026-07-28T19:05:05.631611+07:00,0.024,0.022,-0.001
2026-07-28T19:05:05.635611+07:00,0.022,0.021,-0.001
2026-07-28T19:05:05.639611+07:00,0.011,0.012,0.0
2026-07-28T19:05:05.643611+07:00,0.015,0.015,-0.0
2026-07-28T19:05:05.647611+07:00,0.04,0.037,-0.002
2026-07-28T19:05:05.651611+07:00,-0.003,-0.001,0.002
2026-07-28T19:05:05.655611+07:00,0.035,0.034,-0.002
2026-07-28T19:05:05.659611+07:00,-0.017,-0.014,0.003
2026-07-28T19:05:05.663611+07:00,0.044,0.041,-0.003
2026-07-28T19:05:05.667611+07:00,0.02,0.02,-0.0
2026-07-28T19:05:05.671611+07:00,0.046,0.043,-0.003
2026-07-28T19:05:05.675611+07:00,0.017,0.017,0.0
2026-07-28T19:05:05.679611+07:00,0.005,0.006,0.001
2026-07-28T19:05:05.683611+07:00,0.015,0.015,0.0
2026-07-28T19:05:05.687611+07:00,0.025,0.024,-0.0
2026-07-28T19:05:05.691611+07:00,0.014,0.015,0.001
2026-07-28T19:05:05.695611+07:00,-0.004,-0.001,0.003
2026-07-28T19:05:05.699611+07:00,-0.008,-0.004,0.004
2026-07-28T19:05:05.703611+07:00,0.012,0.015,0.002
2026-07-28T19:05:05.707611+07:00,0.02,0.022,0.003
2026-07-28T19:05:05.711611+07:00,0.011,0.015,0.004
2026-07-28T19:05:05.715611+07:00,0.024,0.028,0.004
2026-07-28T19:05:05.719611+07:00,0.047,0.051,0.003
2026-07-28T19:05:05.723611+07:00,0.048,0.053,0.005
2026-07-28T19:05:05.727611+07:00,0.072,0.077,0.005
2026-07-28T19:05:05.731611+07:00,0.054,0.063,0.009
2026-07-28T19:05:05.735611+07:00,0.081,0.09,0.008
2026-07-28T19:05:05.739611+07:00,0.094,0.104,0.01
2026-07-28T19:05:05.743611+07:00,0.093,0.105,0.012
2026-07-28T19:05:05.747611+07:00,0.122,0.134,0.012
2026-07-28T19:05:05.751611+07:00,0.125,0.139,0.014
2026-07-28T19:05:05.755611+07:00,0.103,0.121,0.018
2026-07-28T19:05:05.759611+07:00,0.115,0.134,0.019
2026-07-28T19:05:05.763611+07:00,0.125,0.144,0.019
2026-07-28T19:05:05.767611+07:00,0.13,0.149,0.019
2026-07-28T19:05:05.771611+07:00,0.111,0.132,0.021
2026-07-28T19:05:05.775611+07:00,0.117,0.137,0.02
2026-07-28T19:05:05.779611+07:00,0.117,0.135,0.019
2026-07-28T19:05:05.783611+07:00,0.12,0.137,0.017
2026-07-28T19:05:05.787611+07:00,0.092,0.109,0.017
2026-07-28T19:05:05.791611+07:00,0.102,0.116,0.014
2026-07-28T19:05:05.795611+07:00,0.088,0.101,0.013
2026-07-28T19:05:05.799611+07:00,0.084,0.095,0.011
2026-07-28T19:05:05.803611+07:00,0.05,0.062,0.012
2026-07-28T19:05:05.807611+07:00,0.068,0.075,0.008
2026-07-28T19:05:05.811611+07:00,0.095,0.098,0.003
2026-07-28T19:05:05.815611+07:00,0.075,0.078,0.003
2026-07-28T19:05:05.819611+07:00,0.038,0.043,0.005
2026-07-28T19:05:05.823611+07:00,0.095,0.092,-0.002
2026-07-28T19:05:05.827611+07:00,0.015,0.02,0.004
2026-07-28T19:05:05.831611+07:00,0.02,0.023,0.003
2026-07-28T19:05:05.835611+07:00,-0.008,-0.003,0.005
2026-07-28T19:05:05.839611+07:00,0.054,0.052,-0.002
2026-07-28T19:05:05.843611+07:00,0.009,0.012,0.002
2026-07-28T19:05:05.847611+07:00,0.029,0.029,0.0
2026-07-28T19:05:05.851611+07:00,0.009,0.011,0.002
2026-07-28T19:05:05.855611+07:00,0.002,0.005,0.002
2026-07-28T19:05:05.859611+07:00,0.038,0.037,-0.001
2026-07-28T19:05:05.863611+07:00,0.038,0.037,-0.001
2026-07-28T19:05:05.867611+07:00,0.036,0.035,-0.001
2026-07-28T19:05:05.871611+07:00,0.079,0.074,-0.005
2026-07-28T19:05:05.875611+07:00,-0.021,-0.016,0.005
2026-07-28T19:05:05.879611+07:00,0.037,0.036,-0.001
2026-07-28T19:05:05.883611+07:00,0.047,0.045,-0.002
2026-07-28T19:05:05.887611+07:00,0.025,0.025,0.0
2026-07-28T19:05:05.891611+07:00,0.004,0.007,0.002
2026-07-28T19:05:05.895611+07:00,0.039,0.038,-0.001
2026-07-28T19:05:05.899611+07:00,0.043,0.042,-0.002
2026-07-28T19:05:05.903611+07:00,0.017,0.018,0.001
2026-07-28T19:05:05.907611+07:00,0.058,0.055,-0.003
2026-07-28T19:05:05.911611+07:00,0.041,0.04,-0.001
2026-07-28T19:05:05.915611+07:00,0.016,0.017,0.001
2026-07-28T19:05:05.919611+07:00,-0.007,-0.004,0.003
2026-07-28T19:05:05.923611+07:00,0.036,0.035,-0.001
2026-07-28T19:05:05.927611+07:00,0.028,0.028,-0.0
2026-07-28T19:05:05.931611+07:00,0.019,0.02,0.001
2026-07-28T19:05:05.935611+07:00,0.025,0.025,0.0
2026-07-28T19:05:05.939611+07:00,0.002,0.004,0.003
2026-07-28T19:05:05.943611+07:00,0.003,0.005,0.003
2026-07-28T19:05:05.947611+07:00,0.04,0.039,-0.001
2026-07-28T19:05:05.951611+07:00,0.065,0.061,-0.004
2026-07-28T19:05:05.955611+07:00,0.05,0.048,-0.002
2026-07-28T19:05:05.959611+07:00,0.0,0.003,0.003
2026-07-28T19:05:05.963611+07:00,0.011,0.013,0.002
2026-07-28T19:05:05.967611+07:00,0.022,0.023,0.001
2026-07-28T19:05:05.971611+07:00,0.011,0.013,0.002
2026-07-28T19:05:05.975611+07:00,0.033,0.033,-0.0
2026-07-28T19:05:05.979611+07:00,0.033,0.033,-0.0
2026-07-28T19:05:05.983611+07:00,0.042,0.041,-0.001
2026-07-28T19:05:05.987611+07:00,0.04,0.039,-0.001
2026-07-28T19:05:05.991611+07:00,0.03,0.03,-0.0
2026-07-28T19:05:05.995611+07:00,0.039,0.038,-0.001
2026-07-28T19:05:05.999611+07:00,0.042,0.041,-0.001
2026-07-28T19:05:06.003611+07:00,0.041,0.04,-0.001
2026-07-28T19:05:06.007611+07:00,0.035,0.035,-0.001
2026-07-28T19:05:06.011611+07:00,0.06,0.057,-0.003
2026-07-28T19:05:06.015611+07:00,0.035,0.034,-0.0
2026-07-28T19:05:06.019611+07:00,0.035,0.035,-0.0
2026-07-28T19:05:06.023611+07:00,0.027,0.028,0.0
2026-07-28T19:05:06.027611+07:00,0.004,0.007,0.003
2026-07-28T19:05:06.031611+07:00,0.031,0.031,0.0
2026-07-28T19:05:06.035611+07:00,0.026,0.027,0.001
2026-07-28T19:05:06.039611+07:00,0.021,0.022,0.001
2026-07-28T19:05:06.043611+07:00,0.053,0.051,-0.002
2026-07-28T19:05:06.047611+07:00,0.045,0.043,-0.001
2026-07-28T19:05:06.051611+07:00,0.05,0.048,-0.002
2026-07-28T19:05:06.055611+07:00,0.057,0.054,-0.002
