created_at,lead_1,lead_2,lead_3
2026-07-28T19:49:47.772962+07:00,-0.026,-0.023,0.003
2026-07-28T19:49:47.776962+07:00,0.01,0.009,-0.001
2026-07-28T19:49:47.780962+07:00,0.021,0.019,-0.002
2026-07-28T19:49:47.784962+07:00,-0.023,-0.021,0.002
2026-07-28T19:49:47.788962+07:00,-0.0,-0.0,0.0
2026-07-28T19:49:47.792962+07:00,0.042,0.038,-0.004
2026-07-28T19:49:47.796962+07:00,0.021,0.019,-0.002
2026-07-28T19:49:47.800962+07:00,-0.014,-0.012,0.002
2026-07-28T19:49:47.804962+07:00,-0.012,-0.011,0.001
2026-07-28T19:49:47.808962+07:00,0.048,0.043,-0.005
2026-07-28T19:49:47.812962+07:00,-0.014,-0.012,0.002
2026-07-28T19:49:47.816962+07:00,-0.0,0.0,0.0
2026-07-28T19:49:47.820962+07:00,-0.039,-0.035,0.004
2026-07-28T19:49:47.824962+07:00,-0.033,-0.029,0.004
2026-07-28T19:49:47.828962+07:00,0.052,0.047,-0.005
2026-07-28T19:49:47.832962+07:00,0.011,0.011,-0.001
2026-07-28T19:49:47.836962+07:00,0.001,0.002,0.0
2026-07-28T19:49:47.840962+07:00,0.005,0.005,-0.0
2026-07-28T19:49:47.844962+07:00,0.021,0.02,-0.002
2026-07-28T19:49:47.848962+07:00,0.028,0.026,-0.002
2026-07-28T19:49:47.852962+07:00,0.014,0.013,-0.001
2026-07-28T19:49:47.856962+07:00,0.029,0.026,-0.002
2026-07-28T19:49:47.860962+07:00,-0.0,0.0,0.0
2026-07-28T19:49:47.864962+07:00,0.028,0.025,-0.002
2026-07-28T19:49:47.868962+07:00,0.011,0.011,-0.001
2026-07-28T19:49:47.872962+07:00,-0.014,-0.012,0.002
2026-07-28T19:49:47.876962+07:00,-0.029,-0.026,0.004
2026-07-28T19:49:47.880962+07:00,-0.023,-0.02,0.003
2026-07-28T19:49:47.884962+07:00,0.022,0.021,-0.001
2026-07-28T19:49:47.888962+07:00,-0.006,-0.003,0.002
2026-07-28T19:49:47.892962+07:00,0.003,0.005,0.002
2026-07-28T19:49:47.896962+07:00,0.032,0.033,0.001
2026-07-28T19:49:47.900962+07:00,0.011,0.017,0.006
