created_at,lead_1,lead_2,lead_3
2026-07-28T21:32:34.829299+07:00,-0.011,-0.01,0.001
2026-07-28T21:32:34.833299+07:00,0.007,0.006,-0.001
2026-07-28T21:32:34.837299+07:00,-0.002,-0.002,0.0
2026-07-28T21:32:34.841299+07:00,0.015,0.014,-0.001
2026-07-28T21:32:34.845299+07:00,0.021,0.019,-0.002
2026-07-28T21:32:34.849299+07:00,-0.027,-0.025,0.003
2026-07-28T21:32:34.853299+07:00,0.04,0.036,-0.004
2026-07-28T21:32:34.857299+07:00,-0.003,-0.003,0.0
2026-07-28T21:32:34.861299+07:00,0.009,0.009,-0.001
2026-07-28T21:32:34.865299+07:00,0.024,0.022,-0.002
2026-07-28T21:32:34.869299+07:00,0.004,0.004,-0.0
2026-07-28T21:32:34.873299+07:00,0.011,0.01,-0.001
2026-07-28T21:32:34.877299+07:00,0.019,0.017,-0.002
2026-07-28T21:32:34.881299+07:00,-0.011,-0.01,0.001
2026-07-28T21:32:34.885299+07:00,-0.011,-0.009,0.001
2026-07-28T21:32:34.889299+07:00,0.025,0.023,-0.002
2026-07-28T21:32:34.893299+07:00,0.025,0.023,-0.002
2026-07-28T21:32:34.897299+07:00,0.01,0.01,-0.001
2026-07-28T21:32:34.901299+07:00,0.016,0.014,-0.001
2026-07-28T21:32:34.905299+07:00,0.016,0.015,-0.001
2026-07-28T21:32:34.909299+07:00,-0.003,-0.002,0.001
2026-07-28T21:32:34.913299+07:00,-0.013,-0.011,0.002
2026-07-28T21:32:34.917299+07:00,0.014,0.013,-0.001
2026-07-28T21:32:34.921299+07:00,0.015,0.014,-0.001
2026-07-28T21:32:34.925299+07:00,-0.013,-0.011,0.002
2026-07-28T21:32:34.929299+07:00,-0.024,-0.021,0.003
2026-07-28T21:32:34.933299+07:00,-0.007,-0.006,0.001
2026-07-28T21:32:34.937299+07:00,-0.017,-0.015,0.002
2026-07-28T21:32:34.941299+07:00,-0.025,-0.022,0.004
2026-07-28T21:32:34.945299+07:00,0.008,0.009,0.001
2026-07-28T21:32:34.949299+07:00,-0.004,-0.001,0.003
2026-07-28T21:32:34.953299+07:00,-0.018,-0.012,0.006
2026-07-28T21:32:34.957299+07:00,0.018,0.023,0.005
2026-07-28T21:32:34.961299+07:00,-0.003,0.008,0.01
2026-07-28T21:32:34.965299+07:00,0.056,0.064,0.008
2026-07-28T21:32:34.969299+07:00,0.078,0.087,0.009
2026-07-28T21:32:34.973299+07:00,0.049,0.063,0.015
2026-07-28T21:32:34.977299+07:00,0.025,0.044,0.019
2026-07-28T21:32:34.981299+07:00,0.035,0.053,0.018
2026-07-28T21:32:34.985299+07:00,0.066,0.079,0.013
2026-07-28T21:32:34.989299+07:00,0.053,0.065,0.012
2026-07-28T21:32:34.993299+07:00,0.027,0.038,0.011
2026-07-28T21:32:34.997299+07:00,0.038,0.044,0.006
2026-07-28T21:32:35.001299+07:00,0.005,0.011,0.007
2026-07-28T21:32:35.005299+07:00,0.006,0.01,0.004
2026-07-28T21:32:35.009299+07:00,-0.005,-0.002,0.004
2026-07-28T21:32:35.013299+07:00,0.0,0.002,0.002
2026-07-28T21:32:35.017299+07:00,0.028,0.026,-0.001
2026-07-28T21:32:35.021299+07:00,-0.002,-0.001,0.001
2026-07-28T21:32:35.025299+07:00,0.003,0.004,0.001
2026-07-28T21:32:35.029299+07:00,0.006,0.006,0.0
2026-07-28T21:32:35.033299+07:00,0.016,0.015,-0.001
2026-07-28T21:32:35.037299+07:00,-0.001,0.0,0.001
2026-07-28T21:32:35.041299+07:00,0.007,0.007,-0.0
2026-07-28T21:32:35.045299+07:00,-0.003,-0.006,-0.003
2026-07-28T21:32:35.049299+07:00,-0.018,-0.023,-0.006
2026-07-28T21:32:35.053299+07:00,-0.034,-0.033,0.0
2026-07-28T21:32:35.057299+07:00,-0.022,-0.015,0.006
2026-07-28T21:32:35.061299+07:00,0.037,0.053,0.016
2026-07-28T21:32:35.065299+07:00,0.119,0.176,0.057
2026-07-28T21:32:35.069299+07:00,0.309,0.456,0.147
2026-07-28T21:32:35.073299+07:00,0.59,0.867,0.277
2026-07-28T21:32:35.077299+07:00,0.767,1.152,0.385
2026-07-28T21:32:35.081299+07:00,0.769,1.153,0.384
2026-07-28T21:32:35.085299+07:00,0.546,0.824,0.278
2026-07-28T21:32:35.089299+07:00,0.292,0.434,0.142
2026-07-28T21:32:35.093299+07:00,0.063,0.113,0.05
2026-07-28T21:32:35.097299+07:00,-0.045,-0.042,0.003
2026-07-28T21:32:35.101299+07:00,-0.13,-0.142,-0.012
2026-07-28T21:32:35.105299+07:00,-0.069,-0.098,-0.029
2026-07-28T21:32:35.109299+07:00,-0.151,-0.175,-0.024
2026-07-28T21:32:35.113299+07:00,-0.137,-0.159,-0.022
2026-07-28T21:32:35.117299+07:00,-0.116,-0.133,-0.017
2026-07-28T21:32:35.121299+07:00,-0.06,-0.074,-0.014
2026-07-28T21:32:35.125299+07:00,-0.04,-0.047,-0.007
2026-07-28T21:32:35.129299+07:00,-0.007,-0.011,-0.005
2026-07-28T21:32:35.133299+07:00,-0.026,-0.025,0.001
2026-07-28T21:32:35.137299+07:00,0.019,0.017,-0.002
2026-07-28T21:32:35.141299+07:00,0.008,0.008,0.0
2026-07-28T21:32:35.145299+07:00,0.029,0.028,-0.002
2026-07-28T21:32:35.149299+07:00,0.018,0.017,-0.0
2026-07-28T21:32:35.153299+07:00,0.015,0.015,-0.0
2026-07-28T21:32:35.157299+07:00,0.028,0.027,-0.001
2026-07-28T21:32:35.161299+07:00,0.019,0.018,-0.0
2026-07-28T21:32:35.165299+07:00,0.034,0.032,-0.002
2026-07-28T21:32:35.169299+07:00,0.026,0.025,-0.001
2026-07-28T21:32:35.173299+07:00,0.08,0.074,-0.006
2026-07-28T21:32:35.177299+07:00,0.044,0.041,-0.003
2026-07-28T21:32:35.181299+07:00,0.01,0.011,0.001
2026-07-28T21:32:35.185299+07:00,0.055,0.051,-0.004
2026-07-28T21:32:35.189299+07:00,0.018,0.018,0.0
2026-07-28T21:32:35.193299+07:00,0.043,0.041,-0.002
2026-07-28T21:32:35.197299+07:00,0.02,0.02,0.0
2026-07-28T21:32:35.201299+07:00,0.043,0.041,-0.002
2026-07-28T21:32:35.205299+07:00,-0.001,0.002,0.003
2026-07-28T21:32:35.209299+07:00,0.055,0.052,-0.002
2026-07-28T21:32:35.213299+07:00,0.004,0.007,0.003
2026-07-28T21:32:35.217299+07:00,-0.001,0.004,0.005
2026-07-28T21:32:35.221299+07:00,0.025,0.028,0.003
2026-07-28T21:32:35.225299+07:00,0.054,0.055,0.001
2026-07-28T21:32:35.229299+07:00,0.06,0.062,0.002
2026-07-28T21:32:35.233299+07:00,0.041,0.047,0.006
2026-07-28T21:32:35.237299+07:00,0.029,0.038,0.009
2026-07-28T21:32:35.241299+07:00,0.052,0.061,0.009
2026-07-28T21:32:35.245299+07:00,0.052,0.063,0.011
2026-07-28T21:32:35.249299+07:00,0.064,0.076,0.013
2026-07-28T21:32:35.253299+07:00,0.069,0.083,0.015
2026-07-28T21:32:35.257299+07:00,0.075,0.091,0.017
2026-07-28T21:32:35.261299+07:00,0.141,0.154,0.012
2026-07-28T21:32:35.265299+07:00,0.108,0.126,0.018
2026-07-28T21:32:35.269299+07:00,0.126,0.143,0.018
2026-07-28T21:32:35.273299+07:00,0.125,0.144,0.019
2026-07-28T21:32:35.277299+07:00,0.1,0.122,0.022
2026-07-28T21:32:35.281299+07:00,0.112,0.133,0.021
2026-07-28T21:32:35.285299+07:00,0.122,0.141,0.019
2026-07-28T21:32:35.289299+07:00,0.101,0.122,0.02
2026-07-28T21:32:35.293299+07:00,0.13,0.145,0.016
2026-07-28T21:32:35.297299+07:00,0.115,0.13,0.015
2026-07-28T21:32:35.301299+07:00,0.126,0.138,0.012
2026-07-28T21:32:35.305299+07:00,0.084,0.097,0.013
2026-07-28T21:32:35.309299+07:00,0.1,0.109,0.009
2026-07-28T21:32:35.313299+07:00,0.089,0.097,0.008
2026-07-28T21:32:35.317299+07:00,0.09,0.096,0.005
2026-07-28T21:32:35.321299+07:00,0.073,0.078,0.005
2026-07-28T21:32:35.325299+07:00,0.061,0.065,0.004
2026-07-28T21:32:35.329299+07:00,0.04,0.045,0.005
2026-07-28T21:32:35.333299+07:00,0.028,0.032,0.004
2026-07-28T21:32:35.337299+07:00,0.044,0.046,0.002
2026-07-28T21:32:35.341299+07:00,0.028,0.03,0.002
2026-07-28T21:32:35.345299+07:00,0.044,0.044,-0.0
2026-07-28T21:32:35.349299+07:00,0.024,0.025,0.001
2026-07-28T21:32:35.353299+07:00,-0.009,-0.005,0.004
2026-07-28T21:32:35.357299+07:00,0.032,0.032,-0.0
2026-07-28T21:32:35.361299+07:00,-0.015,-0.011,0.004
2026-07-28T21:32:35.365299+07:00,0.009,0.01,0.002
2026-07-28T21:32:35.369299+07:00,-0.012,-0.008,0.004
2026-07-28T21:32:35.373299+07:00,0.023,0.023,0.0
2026-07-28T21:32:35.377299+07:00,0.03,0.029,-0.0
2026-07-28T21:32:35.381299+07:00,0.031,0.03,-0.001
2026-07-28T21:32:35.385299+07:00,0.021,0.021,0.0
2026-07-28T21:32:35.389299+07:00,0.038,0.037,-0.001
2026-07-28T21:32:35.393299+07:00,0.041,0.04,-0.002
2026-07-28T21:32:35.397299+07:00,0.048,0.046,-0.002
2026-07-28T21:32:35.401299+07:00,0.043,0.041,-0.002
2026-07-28T21:32:35.405299+07:00,0.05,0.048,-0.002
2026-07-28T21:32:35.409299+07:00,0.013,0.014,0.001
2026-07-28T21:32:35.413299+07:00,0.057,0.054,-0.003
2026-07-28T21:32:35.417299+07:00,0.029,0.028,-0.0
2026-07-28T21:32:35.421299+07:00,0.051,0.048,-0.002
2026-07-28T21:32:35.425299+07:00,0.032,0.031,-0.0
2026-07-28T21:32:35.429299+07:00,0.033,0.032,-0.001
2026-07-28T21:32:35.433299+07:00,0.051,0.048,-0.002
2026-07-28T21:32:35.437299+07:00,-0.004,-0.001,0.003
2026-07-28T21:32:35.441299+07:00,0.016,0.017,0.001
2026-07-28T21:32:35.445299+07:00,0.005,0.007,0.002
2026-07-28T21:32:35.449299+07:00,0.053,0.05,-0.003
2026-07-28T21:32:35.453299+07:00,0.048,0.046,-0.002
2026-07-28T21:32:35.457299+07:00,0.016,0.017,0.001
2026-07-28T21:32:35.461299+07:00,0.052,0.049,-0.002
2026-07-28T21:32:35.465299+07:00,0.031,0.031,-0.0
2026-07-28T21:32:35.469299+07:00,0.042,0.041,-0.001
2026-07-28T21:32:35.473299+07:00,0.016,0.017,0.001
2026-07-28T21:32:35.477299+07:00,-0.002,0.001,0.003
2026-07-28T21:32:35.481299+07:00,0.031,0.031,-0.0
2026-07-28T21:32:35.485299+07:00,0.043,0.042,-0.001
2026-07-28T21:32:35.489299+07:00,0.055,0.052,-0.003
2026-07-28T21:32:35.493299+07:00,0.039,0.038,-0.001
2026-07-28T21:32:35.497299+07:00,0.021,0.022,0.001
2026-07-28T21:32:35.501299+07:00,0.041,0.04,-0.001
2026-07-28T21:32:35.505299+07:00,0.026,0.027,0.0
2026-07-28T21:32:35.509299+07:00,0.031,0.031,-0.0
2026-07-28T21:32:35.513299+07:00,0.049,0.047,-0.002
2026-07-28T21:32:35.517299+07:00,0.038,0.037,-0.001
2026-07-28T21:32:35.521299+07:00,0.022,0.023,0.001
2026-07-28T21:32:35.525299+07:00,0.021,0.022,0.001
2026-07-28T21:32:35.529299+07:00,0.072,0.068,-0.004
2026-07-28T21:32:35.533299+07:00,0.052,0.05,-0.002
2026-07-28T21:32:35.537299+07:00,0.037,0.036,-0.001
2026-07-28T21:32:35.541299+07:00,0.006,0.008,0.003
2026-07-28T21:32:35.545299+07:00,0.016,0.017,0.002
2026-07-28T21:32:35.549299+07:00,0.061,0.058,-0.003
2026-07-28T21:32:35.553299+07:00,0.014,0.016,0.002
2026-07-28T21:32:35.557299+07:00,0.035,0.035,-0.0
2026-07-28T21:32:35.561299+07:00,0.08,0.075,-0.005
2026-07-28T21:32:35.565299+07:00,0.02,0.021,0.001
2026-07-28T21:32:35.569299+07:00,0.065,0.062,-0.003
2026-07-28T21:32:35.573299+07:00,0.033,0.033,-0.0
2026-07-28T21:32:35.577299+07:00,0.049,0.047,-0.002
2026-07-28T21:32:35.581299+07:00,0.046,0.044,-0.001
2026-07-28T21:32:35.585299+07:00,0.052,0.05,-0.002
2026-07-28T21:32:35.589299+07:00,0.058,0.055,-0.002
2026-07-28T21:32:35.593299+07:00,0.045,0.044,-0.001
2026-07-28T21:32:35.597299+07:00,0.031,0.032,0.0
2026-07-28T21:32:35.601299+07:00,0.041,0.04,-0.001
2026-07-28T21:32:35.605299+07:00,0.038,0.038,-0.0
2026-07-28T21:32:35.609299+07:00,0.005,0.008,0.003
2026-07-28T21:32:35.613299+07:00,0.061,0.058,-0.003
2026-07-28T21:32:35.617299+07:00,0.061,0.059,-0.003
2026-07-28T21:32:35.621299+07:00,0.057,0.054,-0.002
2026-07-28T21:32:35.625299+07:00,0.035,0.035,-0.0
2026-07-28T21:32:35.629299+07:00,0.014,0.016,0.002
2026-07-28T21:32:35.633299+07:00,0.037,0.037,-0.0
2026-07-28T21:32:35.637299+07:00,0.039,0.039,-0.0
2026-07-28T21:32:35.641299+07:00,0.055,0.053,-0.002
2026-07-28T21:32:35.645299+07:00,0.02,0.021,0.002
2026-07-28T21:32:35.649299+07:00,0.056,0.054,-0.002
2026-07-28T21:32:35.653299+07:00,0.034,0.034,0.0
2026-07-28T21:32:35.657299+07:00,0.019,0.02,0.002
2026-07-28T21:32:35.661299+07:00,0.044,0.043,-0.001
2026-07-28T21:32:35.665299+07:00,0.013,0.016,0.002
2026-07-28T21:32:35.669299+07:00,0.024,0.025,0.001
2026-07-28T21:32:35.673299+07:00,0.011,0.014,0.002
2026-07-28T21:32:35.677299+07:00,0.003,0.007,0.003
2026-07-28T21:32:35.681299+07:00,0.031,0.032,0.0
2026-07-28T21:32:35.685299+07:00,0.012,0.014,0.002
2026-07-28T21:32:35.689299+07:00,0.041,0.041,-0.0
2026-07-28T21:32:35.693299+07:00,0.066,0.063,-0.003
2026-07-28T21:32:35.697299+07:00,0.016,0.018,0.002
2026-07-28T21:32:35.701299+07:00,0.055,0.053,-0.002
2026-07-28T21:32:35.705299+07:00,0.028,0.028,0.001
2026-07-28T21:32:35.709299+07:00,0.031,0.032,0.001
2026-07-28T21:32:35.713299+07:00,0.029,0.03,0.001
2026-07-28T21:32:35.717299+07:00,0.037,0.037,-0.0
2026-07-28T21:32:35.721299+07:00,0.019,0.021,0.002
2026-07-28T21:32:35.725299+07:00,0.03,0.031,0.001
2026-07-28T21:32:35.729299+07:00,0.041,0.041,-0.0
2026-07-28T21:32:35.733299+07:00,0.024,0.026,0.001
2026-07-28T21:32:35.737299+07:00,0.053,0.052,-0.001
2026-07-28T21:32:35.741299+07:00,0.023,0.025,0.002
2026-07-28T21:32:35.745299+07:00,0.048,0.048,0.0
2026-07-28T21:32:35.749299+07:00,0.046,0.047,0.001
2026-07-28T21:32:35.753299+07:00,0.087,0.086,-0.001
2026-07-28T21:32:35.757299+07:00,0.034,0.04,0.007
2026-07-28T21:32:35.761299+07:00,0.049,0.057,0.008
2026-07-28T21:32:35.765299+07:00,0.07,0.08,0.01
2026-07-28T21:32:35.769299+07:00,0.087,0.098,0.011
2026-07-28T21:32:35.773299+07:00,0.092,0.106,0.014
2026-07-28T21:32:35.777299+07:00,0.076,0.093,0.017
2026-07-28T21:32:35.781299+07:00,0.09,0.105,0.016
2026-07-28T21:32:35.785299+07:00,0.066,0.082,0.016
2026-07-28T21:32:35.789299+07:00,0.07,0.083,0.013
2026-07-28T21:32:35.793299+07:00,0.089,0.097,0.008
2026-07-28T21:32:35.797299+07:00,0.064,0.071,0.007
2026-07-28T21:32:35.801299+07:00,0.051,0.056,0.005
2026-07-28T21:32:35.805299+07:00,0.013,0.019,0.007
2026-07-28T21:32:35.809299+07:00,0.051,0.052,0.001
2026-07-28T21:32:35.813299+07:00,0.053,0.052,-0.0
2026-07-28T21:32:35.817299+07:00,0.042,0.043,0.0
2026-07-28T21:32:35.821299+07:00,0.048,0.047,-0.0
2026-07-28T21:32:35.825299+07:00,0.02,0.022,0.002
2026-07-28T21:32:35.829299+07:00,0.015,0.018,0.003
2026-07-28T21:32:35.833299+07:00,0.048,0.047,-0.001
2026-07-28T21:32:35.837299+07:00,0.051,0.05,-0.001
2026-07-28T21:32:35.841299+07:00,0.034,0.034,-0.0
2026-07-28T21:32:35.845299+07:00,0.033,0.03,-0.004
2026-07-28T21:32:35.849299+07:00,-0.011,-0.014,-0.003
2026-07-28T21:32:35.853299+07:00,0.033,0.03,-0.003
2026-07-28T21:32:35.857299+07:00,0.09,0.088,-0.002
2026-07-28T21:32:35.861299+07:00,0.086,0.1,0.014
2026-07-28T21:32:35.865299+07:00,0.163,0.219,0.055
2026-07-28T21:32:35.869299+07:00,0.329,0.477,0.148
2026-07-28T21:32:35.873299+07:00,0.613,0.891,0.278
2026-07-28T21:32:35.877299+07:00,0.81,1.194,0.384
2026-07-28T21:32:35.881299+07:00,0.809,1.192,0.383
2026-07-28T21:32:35.885299+07:00,0.629,0.902,0.273
2026-07-28T21:32:35.889299+07:00,0.286,0.431,0.145
2026-07-28T21:32:35.893299+07:00,0.097,0.146,0.049
2026-07-28T21:32:35.897299+07:00,-0.01,-0.007,0.003
2026-07-28T21:32:35.901299+07:00,-0.085,-0.098,-0.014
2026-07-28T21:32:35.905299+07:00,-0.088,-0.112,-0.024
2026-07-28T21:32:35.909299+07:00,-0.122,-0.146,-0.023
2026-07-28T21:32:35.913299+07:00,-0.065,-0.092,-0.026
2026-07-28T21:32:35.917299+07:00,-0.064,-0.083,-0.019
2026-07-28T21:32:35.921299+07:00,-0.009,-0.025,-0.016
2026-07-28T21:32:35.925299+07:00,-0.009,-0.016,-0.008
2026-07-28T21:32:35.929299+07:00,0.046,0.039,-0.007
2026-07-28T21:32:35.933299+07:00,0.019,0.018,-0.001
2026-07-28T21:32:35.937299+07:00,0.018,0.02,0.001
2026-07-28T21:32:35.941299+07:00,0.052,0.05,-0.001
2026-07-28T21:32:35.945299+07:00,0.064,0.062,-0.002
2026-07-28T21:32:35.949299+07:00,0.062,0.06,-0.002
2026-07-28T21:32:35.953299+07:00,0.027,0.029,0.002
2026-07-28T21:32:35.957299+07:00,0.008,0.012,0.004
2026-07-28T21:32:35.961299+07:00,0.045,0.045,-0.0
2026-07-28T21:32:35.965299+07:00,0.07,0.068,-0.003
2026-07-28T21:32:35.969299+07:00,0.044,0.044,0.0
2026-07-28T21:32:35.973299+07:00,0.032,0.034,0.001
2026-07-28T21:32:35.977299+07:00,0.054,0.053,-0.001
2026-07-28T21:32:35.981299+07:00,0.08,0.076,-0.003
2026-07-28T21:32:35.985299+07:00,0.07,0.068,-0.002
2026-07-28T21:32:35.989299+07:00,0.015,0.018,0.003
2026-07-28T21:32:35.993299+07:00,0.07,0.067,-0.002
2026-07-28T21:32:35.997299+07:00,0.039,0.04,0.001
2026-07-28T21:32:36.001299+07:00,0.037,0.038,0.001
2026-07-28T21:32:36.005299+07:00,0.036,0.038,0.002
2026-07-28T21:32:36.009299+07:00,0.035,0.037,0.002
2026-07-28T21:32:36.013299+07:00,0.045,0.047,0.002
2026-07-28T21:32:36.017299+07:00,0.071,0.071,0.0
2026-07-28T21:32:36.021299+07:00,0.041,0.045,0.004
2026-07-28T21:32:36.025299+07:00,0.038,0.044,0.006
2026-07-28T21:32:36.029299+07:00,0.064,0.068,0.004
2026-07-28T21:32:36.033299+07:00,0.103,0.105,0.002
2026-07-28T21:32:36.037299+07:00,0.084,0.09,0.006
2026-07-28T21:32:36.041299+07:00,0.091,0.098,0.008
2026-07-28T21:32:36.045299+07:00,0.077,0.088,0.011
2026-07-28T21:32:36.049299+07:00,0.109,0.12,0.011
2026-07-28T21:32:36.053299+07:00,0.102,0.116,0.014
2026-07-28T21:32:36.057299+07:00,0.117,0.132,0.015
2026-07-28T21:32:36.061299+07:00,0.139,0.154,0.015
2026-07-28T21:32:36.065299+07:00,0.132,0.15,0.018
2026-07-28T21:32:36.069299+07:00,0.162,0.178,0.017
2026-07-28T21:32:36.073299+07:00,0.158,0.176,0.018
2026-07-28T21:32:36.077299+07:00,0.122,0.144,0.022
2026-07-28T21:32:36.081299+07:00,0.168,0.186,0.018
2026-07-28T21:32:36.085299+07:00,0.163,0.181,0.018
2026-07-28T21:32:36.089299+07:00,0.133,0.153,0.019
2026-07-28T21:32:36.093299+07:00,0.128,0.146,0.018
2026-07-28T21:32:36.097299+07:00,0.138,0.153,0.015
2026-07-28T21:32:36.101299+07:00,0.12,0.135,0.015
2026-07-28T21:32:36.105299+07:00,0.121,0.133,0.012
2026-07-28T21:32:36.109299+07:00,0.088,0.101,0.013
2026-07-28T21:32:36.113299+07:00,0.087,0.098,0.011
2026-07-28T21:32:36.117299+07:00,0.048,0.06,0.012
2026-07-28T21:32:36.121299+07:00,0.085,0.091,0.006
2026-07-28T21:32:36.125299+07:00,0.064,0.071,0.006
2026-07-28T21:32:36.129299+07:00,0.089,0.091,0.002
2026-07-28T21:32:36.133299+07:00,0.097,0.097,-0.0
2026-07-28T21:32:36.137299+07:00,0.054,0.057,0.003
2026-07-28T21:32:36.141299+07:00,0.05,0.052,0.002
2026-07-28T21:32:36.145299+07:00,0.05,0.052,0.002
2026-07-28T21:32:36.149299+07:00,0.035,0.037,0.003
2026-07-28T21:32:36.153299+07:00,0.027,0.03,0.003
2026-07-28T21:32:36.157299+07:00,0.044,0.045,0.001
2026-07-28T21:32:36.161299+07:00,0.044,0.045,0.001
2026-07-28T21:32:36.165299+07:00,0.055,0.054,-0.0
2026-07-28T21:32:36.169299+07:00,0.024,0.026,0.003
2026-07-28T21:32:36.173299+07:00,0.012,0.016,0.004
2026-07-28T21:32:36.177299+07:00,0.059,0.058,-0.001
