created_at,lead_1,lead_2,lead_3
2026-07-28T19:49:57.772962+07:00,0.005,0.004,-0.0
2026-07-28T19:49:57.776962+07:00,0.015,0.014,-0.002
2026-07-28T19:49:57.780962+07:00,0.018,0.016,-0.002
2026-07-28T19:49:57.784962+07:00,0.005,0.004,-0.0
2026-07-28T19:49:57.788962+07:00,-0.011,-0.01,0.001
2026-07-28T19:49:57.792962+07:00,0.022,0.02,-0.002
2026-07-28T19:49:57.796962+07:00,0.006,0.005,-0.0
2026-07-28T19:49:57.800962+07:00,0.029,0.027,-0.003
2026-07-28T19:49:57.804962+07:00,0.003,0.003,-0.0
2026-07-28T19:49:57.808962+07:00,-0.021,-0.019,0.002
2026-07-28T19:49:57.812962+07:00,0.021,0.019,-0.002
2026-07-28T19:49:57.816962+07:00,0.023,0.02,-0.002
2026-07-28T19:49:57.820962+07:00,0.006,0.006,-0.0
2026-07-28T19:49:57.824962+07:00,-0.02,-0.018,0.002
2026-07-28T19:49:57.828962+07:00,-0.02,-0.018,0.002
2026-07-28T19:49:57.832962+07:00,0.016,0.015,-0.001
2026-07-28T19:49:57.836962+07:00,0.01,0.009,-0.001
2026-07-28T19:49:57.840962+07:00,-0.026,-0.023,0.003
2026-07-28T19:49:57.844962+07:00,-0.005,-0.004,0.001
2026-07-28T19:49:57.848962+07:00,0.032,0.029,-0.003
2026-07-28T19:49:57.852962+07:00,0.002,0.002,0.0
2026-07-28T19:49:57.856962+07:00,-0.007,-0.006,0.001
2026-07-28T19:49:57.860962+07:00,-0.001,-0.0,0.0
2026-07-28T19:49:57.864962+07:00,0.041,0.038,-0.004
2026-07-28T19:49:57.868962+07:00,0.0,0.001,0.0
2026-07-28T19:49:57.872962+07:00,-0.007,-0.006,0.001
2026-07-28T19:49:57.876962+07:00,-0.017,-0.015,0.002
2026-07-28T19:49:57.880962+07:00,-0.017,-0.015,0.002
2026-07-28T19:49:57.884962+07:00,0.016,0.016,-0.001
2026-07-28T19:49:57.888962+07:00,0.024,0.023,-0.001
2026-07-28T19:49:57.892962+07:00,-0.01,-0.006,0.004
2026-07-28T19:49:57.896962+07:00,-0.012,-0.006,0.006
2026-07-28T19:49:57.900962+07:00,0.041,0.043,0.003
2026-07-28T19:49:57.904962+07:00,-0.01,0.001,0.011
2026-07-28T19:49:57.908962+07:00,0.033,0.043,0.01
2026-07-28T19:49:57.912962+07:00,0.049,0.061,0.012
2026-07-28T19:49:57.916962+07:00,0.095,0.105,0.01
2026-07-28T19:49:57.920962+07:00,0.027,0.045,0.019
2026-07-28T19:49:57.924962+07:00,0.076,0.089,0.014
2026-07-28T19:49:57.928962+07:00,0.049,0.063,0.015
2026-07-28T19:49:57.932962+07:00,0.027,0.041,0.014
2026-07-28T19:49:57.936962+07:00,0.049,0.058,0.009
2026-07-28T19:49:57.940962+07:00,0.026,0.033,0.007
2026-07-28T19:49:57.944962+07:00,0.018,0.024,0.005
2026-07-28T19:49:57.948962+07:00,0.037,0.038,0.001
2026-07-28T19:49:57.952962+07:00,0.008,0.011,0.002
2026-07-28T19:49:57.956962+07:00,-0.001,0.001,0.002
2026-07-28T19:49:57.960962+07:00,-0.014,-0.012,0.003
2026-07-28T19:49:57.964962+07:00,-0.012,-0.01,0.002
2026-07-28T19:49:57.968962+07:00,0.012,0.012,-0.0
2026-07-28T19:49:57.972962+07:00,-0.001,-0.0,0.001
2026-07-28T19:49:57.976962+07:00,0.01,0.01,-0.0
2026-07-28T19:49:57.980962+07:00,0.002,0.002,0.001
2026-07-28T19:49:57.984962+07:00,0.006,0.005,-0.0
2026-07-28T19:49:57.988962+07:00,-0.01,-0.012,-0.003
2026-07-28T19:49:57.992962+07:00,-0.035,-0.039,-0.004
2026-07-28T19:49:57.996962+07:00,-0.009,-0.011,-0.002
