created_at,lead_1,lead_2,lead_3
2026-07-28T19:05:45.319611+07:00,-0.028,-0.025,0.003
2026-07-28T19:05:45.323611+07:00,0.006,0.006,-0.001
2026-07-28T19:05:45.327611+07:00,-0.017,-0.015,0.002
2026-07-28T19:05:45.331611+07:00,0.009,0.008,-0.001
2026-07-28T19:05:45.335611+07:00,-0.025,-0.023,0.003
2026-07-28T19:05:45.339611+07:00,-0.018,-0.016,0.002
2026-07-28T19:05:45.343611+07:00,0.004,0.004,-0.0
2026-07-28T19:05:45.347611+07:00,0.021,0.019,-0.002
2026-07-28T19:05:45.351611+07:00,-0.002,-0.001,0.0
2026-07-28T19:05:45.355611+07:00,0.023,0.021,-0.002
2026-07-28T19:05:45.359611+07:00,0.019,0.017,-0.002
2026-07-28T19:05:45.363611+07:00,-0.048,-0.043,0.005
2026-07-28T19:05:45.367611+07:00,0.028,0.025,-0.003
2026-07-28T19:05:45.371611+07:00,0.015,0.014,-0.001
2026-07-28T19:05:45.375611+07:00,0.02,0.018,-0.002
2026-07-28T19:05:45.379611+07:00,-0.005,-0.004,0.001
2026-07-28T19:05:45.383611+07:00,0.001,0.001,0.0
2026-07-28T19:05:45.387611+07:00,0.023,0.021,-0.002
2026-07-28T19:05:45.391611+07:00,-0.008,-0.007,0.001
2026-07-28T19:05:45.395611+07:00,-0.01,-0.009,0.001
2026-07-28T19:05:45.399611+07:00,-0.028,-0.025,0.003
2026-07-28T19:05:45.403611+07:00,0.035,0.032,-0.003
2026-07-28T19:05:45.407611+07:00,0.008,0.007,-0.0
2026-07-28T19:05:45.411611+07:00,-0.021,-0.018,0.003
2026-07-28T19:05:45.415611+07:00,0.007,0.007,-0.0
2026-07-28T19:05:45.419611+07:00,0.023,0.021,-0.002
2026-07-28T19:05:45.423611+07:00,0.011,0.01,-0.0
2026-07-28T19:05:45.427611+07:00,0.004,0.004,0.0
2026-07-28T19:05:45.431611+07:00,-0.008,-0.006,0.002
2026-07-28T19:05:45.435611+07:00,0.022,0.022,-0.001
2026-07-28T19:05:45.439611+07:00,0.012,0.013,0.002
2026-07-28T19:05:45.443611+07:00,-0.008,-0.003,0.005
2026-07-28T19:05:45.447611+07:00,0.018,0.023,0.005
2026-07-28T19:05:45.451611+07:00,0.022,0.03,0.008
2026-07-28T19:05:45.455611+07:00,0.005,0.018,0.013
2026-07-28T19:05:45.459611+07:00,0.056,0.068,0.011
2026-07-28T19:05:45.463611+07:00,0.07,0.083,0.013
2026-07-28T19:05:45.467611+07:00,0.029,0.047,0.018
2026-07-28T19:05:45.471611+07:00,0.044,0.061,0.017
2026-07-28T19:05:45.475611+07:00,0.042,0.058,0.015
2026-07-28T19:05:45.479611+07:00,0.057,0.068,0.011
2026-07-28T19:05:45.483611+07:00,0.022,0.033,0.011
2026-07-28T19:05:45.487611+07:00,0.045,0.05,0.006
2026-07-28T19:05:45.491611+07:00,0.01,0.016,0.006
2026-07-28T19:05:45.495611+07:00,0.029,0.031,0.002
2026-07-28T19:05:45.499611+07:00,-0.01,-0.006,0.004
2026-07-28T19:05:45.503611+07:00,0.02,0.02,-0.0
2026-07-28T19:05:45.507611+07:00,0.027,0.025,-0.001
2026-07-28T19:05:45.511611+07:00,-0.003,-0.002,0.001
2026-07-28T19:05:45.515611+07:00,-0.009,-0.007,0.002
2026-07-28T19:05:45.519611+07:00,-0.015,-0.013,0.002
2026-07-28T19:05:45.523611+07:00,0.006,0.006,0.0
2026-07-28T19:05:45.527611+07:00,0.014,0.013,-0.0
2026-07-28T19:05:45.531611+07:00,0.004,0.004,-0.0
2026-07-28T19:05:45.535611+07:00,0.021,0.016,-0.006
2026-07-28T19:05:45.539611+07:00,-0.002,-0.009,-0.007
2026-07-28T19:05:45.543611+07:00,-0.007,-0.009,-0.002
2026-07-28T19:05:45.547611+07:00,0.032,0.033,0.001
2026-07-28T19:05:45.551611+07:00,0.067,0.08,0.013
2026-07-28T19:05:45.555611+07:00,0.113,0.17,0.057
2026-07-28T19:05:45.559611+07:00,0.316,0.462,0.146
2026-07-28T19:05:45.563611+07:00,0.596,0.873,0.276
2026-07-28T19:05:45.567611+07:00,0.747,1.134,0.387
2026-07-28T19:05:45.571611+07:00,0.818,1.198,0.379
2026-07-28T19:05:45.575611+07:00,0.556,0.834,0.277
2026-07-28T19:05:45.579611+07:00,0.26,0.405,0.145
2026-07-28T19:05:45.583611+07:00,0.09,0.137,0.047
2026-07-28T19:05:45.587611+07:00,-0.061,-0.056,0.005
2026-07-28T19:05:45.591611+07:00,-0.084,-0.101,-0.017
2026-07-28T19:05:45.595611+07:00,-0.139,-0.16,-0.022
2026-07-28T19:05:45.599611+07:00,-0.154,-0.177,-0.023
2026-07-28T19:05:45.603611+07:00,-0.097,-0.123,-0.026
2026-07-28T19:05:45.607611+07:00,-0.09,-0.11,-0.02
2026-07-28T19:05:45.611611+07:00,-0.07,-0.083,-0.013
2026-07-28T19:05:45.615611+07:00,-0.014,-0.024,-0.01
2026-07-28T19:05:45.619611+07:00,0.009,0.002,-0.006
2026-07-28T19:05:45.623611+07:00,-0.009,-0.01,-0.001
2026-07-28T19:05:45.627611+07:00,-0.031,-0.027,0.003
2026-07-28T19:05:45.631611+07:00,0.019,0.018,-0.001
2026-07-28T19:05:45.635611+07:00,-0.032,-0.028,0.005
2026-07-28T19:05:45.639611+07:00,0.038,0.036,-0.002
2026-07-28T19:05:45.643611+07:00,0.018,0.018,-0.0
2026-07-28T19:05:45.647611+07:00,-0.012,-0.009,0.003
2026-07-28T19:05:45.651611+07:00,0.011,0.012,0.0
2026-07-28T19:05:45.655611+07:00,0.031,0.03,-0.002
2026-07-28T19:05:45.659611+07:00,0.017,0.017,-0.0
2026-07-28T19:05:45.663611+07:00,0.014,0.014,0.0
2026-07-28T19:05:45.667611+07:00,0.006,0.007,0.001
2026-07-28T19:05:45.671611+07:00,0.052,0.048,-0.003
2026-07-28T19:05:45.675611+07:00,0.03,0.029,-0.001
2026-07-28T19:05:45.679611+07:00,-0.018,-0.014,0.004
2026-07-28T19:05:45.683611+07:00,0.042,0.04,-0.002
2026-07-28T19:05:45.687611+07:00,0.052,0.049,-0.003
2026-07-28T19:05:45.691611+07:00,0.011,0.013,0.001
2026-07-28T19:05:45.695611+07:00,-0.004,-0.001,0.003
2026-07-28T19:05:45.699611+07:00,0.022,0.023,0.001
2026-07-28T19:05:45.703611+07:00,0.007,0.01,0.003
2026-07-28T19:05:45.707611+07:00,0.03,0.031,0.002
2026-07-28T19:05:45.711611+07:00,-0.004,0.001,0.006
2026-07-28T19:05:45.715611+07:00,0.052,0.053,0.002
2026-07-28T19:05:45.719611+07:00,0.012,0.019,0.007
2026-07-28T19:05:45.723611+07:00,0.047,0.052,0.005
2026-07-28T19:05:45.727611+07:00,0.031,0.04,0.009
2026-07-28T19:05:45.731611+07:00,0.084,0.09,0.006
2026-07-28T19:05:45.735611+07:00,0.045,0.057,0.012
2026-07-28T19:05:45.739611+07:00,0.113,0.12,0.008
2026-07-28T19:05:45.743611+07:00,0.09,0.103,0.013
2026-07-28T19:05:45.747611+07:00,0.095,0.11,0.015
2026-07-28T19:05:45.751611+07:00,0.081,0.099,0.018
2026-07-28T19:05:45.755611+07:00,0.103,0.121,0.018
2026-07-28T19:05:45.759611+07:00,0.112,0.131,0.019
2026-07-28T19:05:45.763611+07:00,0.106,0.127,0.021
2026-07-28T19:05:45.767611+07:00,0.096,0.118,0.022
2026-07-28T19:05:45.771611+07:00,0.116,0.137,0.02
2026-07-28T19:05:45.775611+07:00,0.138,0.155,0.018
2026-07-28T19:05:45.779611+07:00,0.103,0.123,0.02
2026-07-28T19:05:45.783611+07:00,0.12,0.137,0.017
2026-07-28T19:05:45.787611+07:00,0.102,0.119,0.016
2026-07-28T19:05:45.791611+07:00,0.1,0.114,0.014
2026-07-28T19:05:45.795611+07:00,0.094,0.106,0.012
2026-07-28T19:05:45.799611+07:00,0.087,0.098,0.011
2026-07-28T19:05:45.803611+07:00,0.08,0.089,0.009
2026-07-28T19:05:45.807611+07:00,0.048,0.057,0.01
2026-07-28T19:05:45.811611+07:00,0.073,0.078,0.005
2026-07-28T19:05:45.815611+07:00,0.027,0.034,0.008
2026-07-28T19:05:45.819611+07:00,0.063,0.065,0.002
2026-07-28T19:05:45.823611+07:00,0.031,0.035,0.004
2026-07-28T19:05:45.827611+07:00,0.063,0.063,-0.0
2026-07-28T19:05:45.831611+07:00,0.041,0.042,0.001
2026-07-28T19:05:45.835611+07:00,0.025,0.027,0.002
2026-07-28T19:05:45.839611+07:00,0.035,0.035,0.0
2026-07-28T19:05:45.843611+07:00,0.054,0.052,-0.002
2026-07-28T19:05:45.847611+07:00,0.028,0.028,0.0
2026-07-28T19:05:45.851611+07:00,0.031,0.031,-0.0
2026-07-28T19:05:45.855611+07:00,0.008,0.01,0.002
2026-07-28T19:05:45.859611+07:00,0.009,0.01,0.002
2026-07-28T19:05:45.863611+07:00,0.035,0.034,-0.001
2026-07-28T19:05:45.867611+07:00,0.023,0.024,0.0
2026-07-28T19:05:45.871611+07:00,0.01,0.012,0.001
2026-07-28T19:05:45.875611+07:00,0.085,0.079,-0.006
2026-07-28T19:05:45.879611+07:00,0.036,0.035,-0.001
2026-07-28T19:05:45.883611+07:00,0.042,0.04,-0.002
2026-07-28T19:05:45.887611+07:00,0.022,0.022,0.0
2026-07-28T19:05:45.891611+07:00,0.039,0.038,-0.001
2026-07-28T19:05:45.895611+07:00,0.01,0.012,0.002
2026-07-28T19:05:45.899611+07:00,0.031,0.031,-0.001
2026-07-28T19:05:45.903611+07:00,0.049,0.047,-0.002
2026-07-28T19:05:45.907611+07:00,0.011,0.012,0.002
2026-07-28T19:05:45.911611+07:00,0.059,0.056,-0.003
2026-07-28T19:05:45.915611+07:00,0.047,0.045,-0.002
2026-07-28T19:05:45.919611+07:00,0.056,0.053,-0.003
2026-07-28T19:05:45.923611+07:00,0.044,0.042,-0.002
2026-07-28T19:05:45.927611+07:00,0.05,0.047,-0.002
2026-07-28T19:05:45.931611+07:00,0.053,0.05,-0.003
2026-07-28T19:05:45.935611+07:00,0.031,0.031,-0.0
2026-07-28T19:05:45.939611+07:00,0.063,0.06,-0.004
2026-07-28T19:05:45.943611+07:00,0.031,0.031,-0.0
2026-07-28T19:05:45.947611+07:00,0.026,0.026,0.0
2026-07-28T19:05:45.951611+07:00,0.025,0.026,0.0
2026-07-28T19:05:45.955611+07:00,0.005,0.007,0.002
2026-07-28T19:05:45.959611+07:00,0.016,0.017,0.001
2026-07-28T19:05:45.963611+07:00,0.017,0.018,0.001
2026-07-28T19:05:45.967611+07:00,-0.013,-0.009,0.004
2026-07-28T19:05:45.971611+07:00,0.046,0.045,-0.002
2026-07-28T19:05:45.975611+07:00,0.032,0.032,-0.0
2026-07-28T19:05:45.979611+07:00,0.014,0.016,0.001
2026-07-28T19:05:45.983611+07:00,0.045,0.043,-0.002
2026-07-28T19:05:45.987611+07:00,0.054,0.051,-0.002
2026-07-28T19:05:45.991611+07:00,0.047,0.045,-0.002
2026-07-28T19:05:45.995611+07:00,0.067,0.063,-0.004
2026-07-28T19:05:45.999611+07:00,0.042,0.04,-0.001
2026-07-28T19:05:46.003611+07:00,0.054,0.052,-0.002
2026-07-28T19:05:46.007611+07:00,0.015,0.016,0.002
2026-07-28T19:05:46.011611+07:00,0.035,0.034,-0.0
2026-07-28T19:05:46.015611+07:00,0.027,0.027,0.0
2026-07-28T19:05:46.019611+07:00,0.038,0.037,-0.001
2026-07-28T19:05:46.023611+07:00,0.081,0.076,-0.005
2026-07-28T19:05:46.027611+07:00,0.036,0.036,-0.001
2026-07-28T19:05:46.031611+07:00,0.023,0.024,0.001
